"ID","Reported Fiscal Year","Fiscal Year","Borough (Code)","Full Borough Name","Council District","Neighborhoods","Sponsor","Project Title","Project Description","Budget Line","Award Amount ($)"
"F  CN005","FY23","FY23","X","Bronx",8,"","Ayala","FDNY - BARIATRIC AMBULANCE","BARIATRIC AMBULANCE - THROUGHOUT SOUTH BRONX","F  D109",175000
"F  CN006","FY23","FY23","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Ayala","FDNY FIRE ACADEMY IN RANDALL'S ISLAND","NA","F  D109",112000
"F  CN010","FY23","FY23","X","Bronx",13,"","Vel├ízquez","ENGINE CO 89 GENERATOR","FUNDS WILL PROVIDE FOR A NEW GENERATOR AT FDNY LADDER 89","F  D175",1200000
"F  CN011","FY23","FY23","X","Bronx",18,"","Speaker, Farias","ENGINE 96/LADDER 54 KITCHEN RENOVATIONS","KITCHEN RENOVATIONS","F  D175",1200000
"F  CN012","FY23","FY23","X","Bronx",18,"","Farias","ENGINE 96/LADDER 54 GENERATOR","GENERATOR","F  D175",1200000
"F  CN013","FY23","FY23","Q","Queens",19,"Astoria, Ditmars-Steinway","Speaker, Paladino","FDNY-ENGINE 295/LADDER 144-GENERATOR","FDNY-ENGINE 295/LADDER 144-GENERATOR","F  D175",1200000
"F  CN015","FY23","FY23","Q","Queens",21,"Elmhurst, Corona","Speaker, Moya","ENGINE 316 KITCHEN RENOVATION","FIRE HOUSE KITCHEN RENOVATION","F  D175",1200000
"F  CN019","FY23","FY23","Q","Queens",25,"Jamaica, Hollis, St. Albans","Krishnan","FDNY ENGINE 307 -GENERATOR","GENERATOR REPLACEMENT","F  D175",200000
"F  CN020","FY23","FY23","Q","Queens",31,"","Brooks-Powers","FDNY - VAN","FAMILY VAN IN HONOR OF FF JESSE GERHARD","F  D109",150000
"F  CN021","FY23","FY23","Q","Queens",3294,"","Speaker, Ariola, Queens Delegation","FDNY DRIVING SIMULATOR","DRIVING SIMULATOR FOR  AT RANDALL'S ISLAND FDNY TRAINING FACILITY","F  D109",1185000
"F  CN022","FY23","FY23","Q","Queens",32,"","Ariola","FDNY CEREMONIAL VEHICLE","CEREMONIAL CAR TO BE USED CITYWIDE","F  D109",170000
"F  CN025","FY23","FY23","K","Brooklyn",47,"","Kagan","FDNY ENGINE 254/LADDER 153 - GENERATOR UPGRADE","GENERATOR UPGRADE AT ENGINE 254/LADDER 153 AT 901 AVENUE U","F  D175",1200000
"F  CN026","FY23","FY23","K","Brooklyn",48,"","Vernikov","FDNY, KITCHEN/GENERATOR  ENGINE 246/LADDER 169","FDNY RENOVATIONS 2732 EAST 11 STREET","F  D175",1200000
"F  CN027","FY23","FY23","R","Staten Island",49,"St. George, Tompkinsville, Stapleton, New Brighton","Hanks","FDNY - ENGINE 153/LADDER 077 - GENERATOR","FDNY - ENGINE 153/LADDER 077 - INSTALL A NEW GENERATOR","F  D175",1200000
"F  CN029","FY23","FY23","K","Brooklyn",34,"Bushwick","Speaker, Gutierrez","ENGINE 221/LADDER 104 KITCHEN RENOVATION","RENOVATIONS TO FIREHOUSES KITCHEN","F  D175",1200000
"HA CN001","FY23","FY23","M","Manhattan",1,"Financial District, Tribeca, Chinatown, SoHo, Battery Park City","Marte","SMITH HOUSES FOB PROJECT COMPLETION","FUNDING TO FIX THE REMAINING FOBS ON FOUR BUILDINGS, INCLUDING RETROFITING THE EXISTING MAIN DOORS WITH INTERCOMS, LAYERED ACCESS CONTROL.","HA D001",810000
"HA CN002","FY23","FY23","M","Manhattan",5,"Midtown, Flatiron District, NoMad, Union Square, Times Square","Menin","NYCHA STANLEY ISAACS NEIGHBORHOOD CENTER","UPGRADE WINDOWS AND AUTOMATIC FRONT DOOR.","HA D001",300000
"HA CN011","FY23","FY23","X","Bronx",12,"","Speaker, Riley","NYCHA-GUN HILL HOUSES","NEW SECURITY CAMERAS","HA D001",675000
"HA CN012","FY23","FY23","X","Bronx",13,"","Vel├ízquez","NYCHA- BOSTON ROAD PLAZA SECURITY ENHANCEMENTS","FUNDING TO PROVIDE FOR SECURITY ENHANCEMENTS AT NEW YORK CITY HOUSING AUTHORITY'S BOSTON ROAD PLAZA","HA D001",140000
"HA CN013","FY23","FY23","X","Bronx",13,"","Vel├ízquez","NYCHA-MIDDLETOWN ROAD SECURITY ENHANCEMENTS","FUNDING TO PROVIDE FOR SECURITY ENHANCEMENTS AT NEW YORK CITY HOUSING AUTHORITY'S MIDDLETOWN ROAD","HA D001",140000
"HA CN016","FY23","FY23","Q","Queens",22,"Forest Hills, Rego Park","Cab├ín","NYCHA ASTORIA HOUSES OUTDOOR LIGHTING.","INSTALLATION OF NEW LIGHTING IN ASTORIA HOUSES PARKING LOT TO INCREASE VISIBILITY. WINNING PB PROJECT.","HA D001",500000
"HA CN019","FY23","FY23","Q","Queens",31,"","Brooks-Powers","OCEAN SIDE HOUSES","SECURITY CAMERAS","HA D001",300000
"HA CN021","FY23","FY23","K","Brooklyn",37,"East New York, Cypress Hills, Starrett City","Nurse","NYCHA GLENMORE PLAZA EMERGENCY EXIT DOORS","FUNDING TO INSTALL NEW FIRE-PROOF, SELF-CLOSING EMERGENCY EXIT DOORS IN ALL COMPLEXES","HA D001",422000
"HA CN022","FY23","FY23","K","Brooklyn",47,"","Speaker, Kagan","NYCHA - MARLBORO HOUSING","INTERIOR RENOVATION COMMUNITY CENTER/SENIOR CENTER AT MARLBORO HOUSING","HA D001",8000000
"HA CN023","FY23","FY23","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Ayala","CLINTON HOUSES BASKETBALL COURT","CLINTON HOUSES BASKETBALL COURT RENOVATIONS","HA D001",263000
"HA CN024","FY23","FY23","M","Manhattan",10,"Central Harlem, Strivers' Row, Hamilton Heights","De La Rosa","NYCHA MARBLE HILL","COMMUNITY CENTER/SENIOR CENTER UPGRADE","HA D001",200000
"HA CN025","FY23","FY23","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Barron","NYCHA- ROSETTA GASTON SENIOR CENTER","KITCHEN & SITE RENOVATIONS","HA D001",200000
"HA CN026","FY23","FY23","M","Manhattan",10,"Central Harlem, Strivers' Row, Hamilton Heights","De La Rosa","NYCHA- DYCKMAN HOUSES","SECURITY CAMERAS","HA D001",300000
"HA RR001","FY23","FY23","A","Unknown","","","NA","NYCHA MARBLE HILL HOUSES","RESTORATION OF LAUNDRY ROOM. (FUNDING REALLOCATED FROM PARKS PROJECT 846 P-108MHDR).","HA D001",100000
"HA RR002","FY23","FY23","A","Unknown","","","NA","SMITH HOUSES","DEVELOPMENT OF COMMUNITY CENTER WITH MADISON-HAMILTON HOUSES INC. (FUNDING REALLOCATED FROM AG-DN658).","HA D001",2681000
"HA RR003","FY23","FY23","K","Brooklyn","","","NA","NYCHA LONG ISLAND BAPTIST HOUSES ENTRYWAY & EXTERIOR DOOR IMPROVEMENTS","NA","HA D001",200000
"HD NC002","FY23","FY23","M","Manhattan",1,"Financial District, Tribeca, Chinatown, SoHo, Battery Park City","Speaker, Marte","THE CLEMENTE ADA ACCESSIBILITY PROJECT","FUNDING TO MAKE THE CLEMENTE ADA ACCESSIBLEAND TO BRING IT TO CODE COMPLIANCE THROUGHOUT ITS BUILDING AND PROPERTY.","PV D234",750000
"HD NC003","FY23","FY23","M","Manhattan",1,"Financial District, Tribeca, Chinatown, SoHo, Battery Park City","Marte","THE CLEMENTE ADA ACCESSIBILITY PROJECT","FUNDING TO MAKE THE CLEMENTE ADA ACCESSIBLEAND TO BRING IT TO CODE COMPLIANCE THROUGHOUT ITS BUILDING AND PROPERTY.","PV D234",200000
"HD NC004","FY23","FY23","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Speaker, Rivera","VILLAGE EAST TOWERS FA├çADE WORK","VILLAGE EAST TOWERS FA╬ñADE WORK","HD D021",1000000
"HD NC006","FY23","FY23","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","COOPER SQUARE HOUSING CLT TWO BUILDING TENANTS UNITED","COOPER SQUARE HOUSING CLT TWO BUILDING TENANTS UNITED","HD D021",500000
"HD NC007","FY23","FY23","M","Manhattan",3,"Lower East Side, Chinatown, Two Bridges, Alphabet City","Speaker, Bottcher","WESTBETH HISTORIC WINDOWS REPLACEMENT PROJECT","FUNDS FOR PHASE 3 OF WESTBETH'S WINDOWS REPLACEMENT PROJECT","HD D021",600000
"HD NC008","FY23","FY23","M","Manhattan",3,"Lower East Side, Chinatown, Two Bridges, Alphabet City","Bottcher","WESTBETH HISTORIC WINDOWS REPLACEMENT PROJECT","FUNDS FOR PHASE 3 OF WESTBETH'S WINDOWS REPLACEMENT PROJECT","HD D021",600000
"HD NC009","FY23","FY23","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Speaker, Powers","THE NEW 42ND STREET, INC.","NEW 42 ENERGY-SAVING LIGHTING UPGRADE","PV DN290",2458000
"HD NC011","FY23","FY23","M","Manhattan",5,"Midtown, Flatiron District, NoMad, Union Square, Times Square","Menin","334 EAST 92ND HOUSING DEVELOPMENT FUND CORP.","HEATING SYSTEM, FACADE, COMMON AREA CERAMIC TILE, AND SECURITY UPGRADES","HD D021",315000
"HD NC012","FY23","FY23","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Brewer","STRYCKERS BAY APARTMENTS REPAIRS","REPAIR SIDEWALK AND TREE PITS","HD D021",100000
"HD NC013","FY23","FY23","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Speaker, Brewer","THE FORTUNE SOCIETY RESIDENCE CONVERSION","CONVERT CASTLE IV RESIDENCE, TO 83 SINGLE ROOMS (CM TO CONTRIBUTE 240K, TOTAL PROJECT 840K)","HD D021",600000
"HD NC014","FY23","FY23","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Brewer","THE FORTUNE SOCIETY SUPPORTIVE HOUSING","CONVERT CASTLE IV RESIDENCE, TO 83 SINGLE ROOMS. 258 WEST 97TH ST","HD D021",240000
"HD NC015","FY23","FY23","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Brewer","ENCORE COMMUNITY SERVICES RESIDENCE RENOVATIONS","PERMANENT RESIDENCE ENCORE 49 RENOVATION","HD D021",100000
"HD NC016","FY23","FY23","M","Manhattan",7,"Upper West Side, Manhattan Valley, Morningside Heights","Abreu","BROADWAY HOUSING COMMUNITIES - RENOVATION OF SUGAR HILL ART SPACES","FUNDING TO SUPPORT THE RENOVATION AND CONSTRUCTION OF THE SUGAR HILL ART SPACES.","PV DN729",150000
"HD NC017","FY23","FY23","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Speaker, Ayala","FRANKLIN PLAZA","SITEWITE SECURITY UPGRADES","HD D021",1200000
"HD NC018","FY23","FY23","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Speaker, Ayala","PROMESA HOUSING DEVELOPMENT FUND CO.","GREEN HOPE HOUSING FOR WOMEN","HD D021",1000000
"HD NC019","FY23","FY23","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Speaker, Ayala","ASENDANT NEIGHBORHOOD DEVELOPMENT","LAS RAICES","HD D021",500000
"HD NC020","FY23","FY23","M","Manhattan",9,"Harlem, East Harlem, Morningside Heights","Jordan","BUFNY-LONGWOOD PRESERVATION","THE BUILDINGS NOW NEED CAPITAL UPGRADES WHICH WILL VARY BY BUILDING BUT WILL GENERALLY INCLUDE REPLACEMENT OR REPAIR OF MECHANICAL SYSTEMS, ROOFS, COMMON AREAS, AND APARTMENT KITCHENS AND BATHS. SOBRO INTENDS TO COMBINE THE TWO PORTFOLIOS UNDER ONE NEW","HD D021",800000
"HD NC021","FY23","FY23","M","Manhattan",9,"Harlem, East Harlem, Morningside Heights","Jordan","BROADWAY HOUSING COMMUNITIES - RENOVATION OF SUGAR HILL ART SPACES","BHC SEEKS TO DEVELOP AND OPERATE ARTIST STUDIOS IN THE UNDERSERVED COMMUNITY OF HARLEM/WASHINGTON HEIGHTS WITH THE GOAL OF PROVIDING LONG-TERM AFFORDABLE WORKSPACES THAT ARE ACCESSIBLE TO ARTISTS, MAKERS, CRAFTERS, DESIGNERS, PHOTOGRAPHERS, AND CREATIVE","PV DN729",150000
"HD NC022","FY23","FY23","X","Bronx",16,"","Speaker, Stevens","WOODSTOCK TERRACE - REPAIRS","FUNDING TO MAKE REPAIRS ON BUILDINGS AND ROOF.","HD D024",3500000
"HD NC023","FY23","FY23","X","Bronx",16,"","Stevens","WOODSTOCK TERRACE - REPAIRS","FUNDING TO MAKE REPAIRS ON BUILDINGS AND ROOF.","HD D024",500000
"HD NC025","FY23","FY23","X","Bronx",16,"","Stevens","CONCOURSE VILLAGE - PODIUM UPGRADES","FUNDING TO MAKE REPAIRS ON PODIUM AND BUILDING STRUCTURE.","HD D024",500000
"HD NC026","FY23","FY23","X","Bronx",16,"","Stevens","WSFFSSH - FISCHER SENIOR APARTMENTS","FUNDING TO BUILD SENIOR HOUSING.","HD D024",500000
"HD NC027","FY23","FY23","X","Bronx",17,"","Speaker, Salamanca","JERICHO 158 AFFORDABLE HOUSING","FUNDING WILL BE USED FOR 128-UNITS OF LOW INCOME HOUSING","HD D024",1500000
"HD NC028","FY23","FY23","X","Bronx",18,"","Speaker, Farias","JAMIE TOWERS HOUSING CO, INC.","ELEVATOR MODERNIZATION","HD D024",2000000
"HD NC029","FY23","FY23","X","Bronx",18,"","Speaker, Farias","HABITAT FOR HUMANITY NEW YORK CITY AND WESTCHESTER COUNTY, INC.","STEVENSON COMMONS BUILDING B5 & B6","HD D024",2000000
"HD NC030","FY23","FY23","X","Bronx",18,"","Speaker, Farias","NYC PARTNERSHIP HOUSING DEVELOPMENT FUND COMPANY, INC.","1810 RANDALL HDFC - AFF HOUSING","HD D024",1500000
"HD NC031","FY23","FY23","X","Bronx",18,"","Speaker, Farias","TOWER GARDENS INC.","ELEVATOR  MODERNIZATION & FACADE UPGRADE","HD D024",1500000
"HD NC033","FY23","FY23","Q","Queens",31,"","Brooks-Powers","ARVERNE LIMITED PROFIT HOUSING CORP.","?S BATTALION OF PRAYER TO DEVELOPMENT 83 UNITS OF SENIOR HOUSING AND A 71,000 SQUARE FOOT CHARTER SCHOOL","HD D022",250000
"HD NC034","FY23","FY23","K","Brooklyn",33,"Greenpoint, Williamsburg","Speaker, Restler","ST. NICK'S ALLIANCE","MASPETH MANAGERS, UNIFIED NEIGHBORHOOD PARTNERS, BROADWAY TRIANGLE SITE A","HD D020",1500000
"HD NC036","FY23","FY23","K","Brooklyn",34,"Bushwick","Gutierrez","ST. NICKS ALLIANCE CORP MASPETH MANAGERS","SUPPORT THE CONSTRUCTION OF 311 UNITS OF LOW INCOME RENTAL HOUSING ON THE FORMER GREENPOINT HOSPITAL SITE","HD D020",500000
"HD NC038","FY23","FY23","K","Brooklyn",3734,"","Speaker, Nurse, Gutierrez","RISEBORO COMMUNITY PARTNERSHIP INC.","SOUTH BUSHWICK NEIGHBORHOOD HOMES","HD D020",1500000
"HD NC039","FY23","FY23","K","Brooklyn",37,"East New York, Cypress Hills, Starrett City","Nurse","RISEBORO COMMUNITY PARTNERSHIP INC.","SOUTH BUSHWICK NEIGHBORHOOD HOMES","HD D020",1000000
"HD NC040","FY23","FY23","K","Brooklyn",37,"East New York, Cypress Hills, Starrett City","Speaker, Nurse","CYPRESS HILLS CHILD CARE CORPORATION","CHCCC HOUSING AND CHILD CARE","HD D020",4279000
"HD NC041","FY23","FY23","K","Brooklyn",37,"East New York, Cypress Hills, Starrett City","Nurse","MHANY MANAGEMENT, INC.","NIHOP EAST NEW YORK","HD D020",200000
"HD NC042","FY23","FY23","K","Brooklyn",37,"East New York, Cypress Hills, Starrett City","Nurse","MHANY MANAGEMENT, INC.","NCP EAST NEW YORK","HD D020",800000
"HD NC045","FY23","FY23","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Barron","MHANY - NIHOP EAST NEW YORK - DEVELOPMENT OF HOME OWNERSHIP UNITS","AFFORDABLE HOMEOWNERSHIP DEVELOPMENT PROJECT - SUTTER PLACE NIHOP","HD D020",300000
"HD NC047","FY23","FY23","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Barron","MHANY - NCP EAST NY - DEVELOPMENT OF  RENTAL UNITS","CONSTRUCTION OF AFFORDABLE RENTAL HOUSING PROJECT","HD D020",200000
"HD NC048","FY23","FY23","K","Brooklyn",47,"","Kagan","SAM BURT HOUSES, INC.- HPD PROJECT","ROOF WATER TANK, STANDPIPE, VENTILATION","HD D020",135000
"HD NC049","FY23","FY23","K","Brooklyn",47,"","Kagan","SAM BURT HOUSES, INC.- HPD PROJECT","SITEWIDE UPGRADES","HD D020",353000
"HD NC050","FY23","FY23","K","Brooklyn",47,"","Kagan","SAM BURT HOUSES, INC.- HPD PROJECT","ELECTRICAL AND LED UPGRADES","HD D020",50000
"HD NC053","FY23","FY23","M","Manhattan",93,"","Speaker, Manhattan Delegation","ENCORE 49 RENOVATION","FUNDING TO SUPPORT FUNDING FOR ENCORE 49","HD D021",1000000
"HD NC061","FY23","FY23","Q","Queens",28,"","Speaker, Adams","BREAKING GROUND II HOUSING DEVELOPMENT FUND CORPORATION","TO ACHEIVE PASSIVE HOUSE STANDARDS ON THE BUILDING ENVELOPE","HD D022",500000
"HD NC062","FY23","FY23","Q","Queens",28,"","Speaker, Adams","CEDAR MANOR MUTUAL HOUSING CORPORATION","UPGRADE AND IMPROVEMENTS TO THE PARKING LOTS AND SECURITY SYSTEM","HD D022",1000000
"HD NC068","FY23","FY23","K","Brooklyn","","","Speaker","FIFTH AVENUE COMMITTEE, INC. (FAC)","FAC PRESERVE, RESTORE, 130 29TH STREET.","HD D020",500000
"HD NC070","FY23","FY23","K","Brooklyn","","","Speaker","FIFTH AVENUE COMMITTEE, INC. (FAC)","588-594 PARK PLACE","HD D020",500000
"HD NC072","FY23","FY23","M","Manhattan","","","Speaker","PROJECT RENEWAL, INC.","GEFFNER HOUSE SUPPORTIVE HSG RENOVATION","HD D021",1200000
"HD NC073","FY23","FY23","M","Manhattan","","","Speaker","PROJECT RENEWAL, INC.","BEDFORD GREEN HOUSE II CONSTRUCTION","HD D021",1200000
"HD NC074","FY23","FY23","K","Brooklyn","","","Speaker","THE PROMESA HOUSING DEVELOPMENT FUND CORPORATION","1356 FULTON AVENUE RESIDENCE","HD D020",500000
"HD NC077","FY23","FY23","K","Brooklyn",34,"Bushwick","Gutierrez","RISEBORO COMMUNITY PARTNERSHIP INC SOUTH BUSHWICK NEIGHBORHOOD HOMES","CONSTRUCTION ON 5 CITY-OWNED VACANT SITES IN BUSHWICK, BROOKLYN","HD D020",500000
"HD NC078","FY23","FY23","K","Brooklyn",44,"","Yeger","WOMENS LEAGUE COMMUNITY RESIDENCES INC DBA MAKOR","INITIAL OUTFITTING OF NEW FACILITY AT 1400-1404 CONEY ISLAND AVENUE, BROOKLYN TO SERVE AS A CENTER FOR INDIVIDUALS WITH INTELLECTUAL AND DEVELOPMENTAL DISABILITIES.","HL DN908",800000
"HD NC079","FY23","FY23","Q","Queens",43,"","Speaker, Brannan","NYC PARTNERSHIP HOUSING DEVELOPMENT FUND COMPANY, INC.","BEACH GREEN DUNES III","HD D022",1000000
"HD NC081","FY23","FY23","M","Manhattan",10,"Central Harlem, Strivers' Row, Hamilton Heights","De La Rosa","RISEBORO- 51 HILLSIDE AVENUE, SENIOR AFFORDABLE HOUSING","FUNDING TO ASSIST IN THE CONSTRUCTION OF SENIOR AFFORDABLE HOUSING","HD D021",300000
"HD RR001","FY23","FY23","A","Unknown","","","NA","CYPRESS HILLS CHILD CARE ASSOC.","DEVELOP VACANT BUILDING AT 3285 AND 3287 FULTON STREET (FUNDING REALLOCATED FROM 068 CYPRESSC)","HD D020",4280000
"HD RR002","FY23","FY23","Q","Queens","","","NA","INDIA HOME, INC. HOUSING APPLIATION 208747291-W9140","DEVELOPMENT OF A NEW 50 UNIT SUPPORTIVE/SENIOR/WORKFORCE HOUSING AT 170-11/13/15 89TH AVE, JAMAICA NY. FUNDING REPURPOSED FROM AG-DN663 ($1.511M) AND 806 SINDIA ($1.3M).","HD D022",2811000
"HL NC001","FY23","FY23","M","Manhattan",5,"Midtown, Flatiron District, NoMad, Union Square, Times Square","Speaker, Menin","NEW YORK SOCIETY FOR THE RELIEF OF RUPTURED & CRIPPLED MAINTAING","THE SPECIAL HOSPITAL FOR SPECIAL SURGERY. 2 NEW X-RAY MACHINE AND AN EOS LOW RADIATION MACHINE FOR THE PEDIATRIC UNIT","HL DN810",638000
"HL NC002","FY23","FY23","M","Manhattan",7,"Upper West Side, Manhattan Valley, Morningside Heights","Speaker, Abreu","ST. LUKE'S ROOSEVELT HOSPITAL CENTER INC. D/B/A MOUNT SINAI MORNINGSIDE","FUNDING TO PURCHASE AND REPLACE OUTDATED CT SCANNER.","HL DN01F",1217000
"HL NC003","FY23","FY23","M","Manhattan",9,"Harlem, East Harlem, Morningside Heights","Jordan","FOOT CLINICS OF NEW YORK","CRITICAL CLINIC EQUIPMENT UPDATE","HL DN04H",164000
"HL NC004","FY23","FY23","X","Bronx",14,"","Speaker, Sanchez","MORRIS HEIGHTS HEALTH CENTER","CONSTRUCTION OF THE INTEGRATIVE HEALTH AND WELLNESS CENTER","HL DN269",7000000
"HL NC007","FY23","FY23","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Williams","THE JAMAICA HOSPITAL","PURCHASE ANESTHESIA UNITS FOR NEW ORS","HL DN202",222000
"HL NC008","FY23","FY23","Q","Queens",29,"","Speaker, Schulman","THE JAMAICA HOSPITAL","REPLACE ONE MRI AND ADD A 2ND MRI UNIT","HL DN202",488000
"HL NC009","FY23","FY23","Q","Queens",29,"","Speaker, Schulman","HATZOLOH INCORPORTAED","PURCHASE OF A NEW AMBULANCE IN QUEENS","HL DN808",250000
"HL NC010","FY23","FY23","Q","Queens",32,"","Ariola","THE JAMAICA HOSPITAL","FUNDS WILL BE USED TO PURCHASE ONE MRI UNIT FOR THE JAMAICA HOSPITAL","HL DN202",353000
"HL NC011","FY23","FY23","K","Brooklyn",33,"Greenpoint, Williamsburg","Restler","HATZOLOH INCORPORATED","A NEW AMBULANCE FOR HATZOLOH INCORPORATED.","HL DN808",100000
"HL NC013","FY23","FY23","K","Brooklyn",3943,"","Speaker, Hanif, Brannan","MAIMONIDES MEDICAL CENTER","FUNDING FOR A HYBRID OPERATION ROOM THAT CAN SUPPORT A WIDE RANGE OF SURGICAL PROCEDURES, IMPROVED PATIENT OUTCOMES, AND BETTER ROOM UTILIZATION.","HL DN254",1041000
"HL NC017","FY23","FY23","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Barron","BROWNSVILLE COMMUNITY DEVELOPMENT CORPORATION","MEDICAL RENOVATION AND EXPANSION PROJECT AT LIVONIA AVE","HL DN078",742000
"HL NC019","FY23","FY23","K","Brooklyn",43,"","Brannan","NEW YORK CANCER CENTER","RENOVATION AND ADDITION OF A NEW FLOOR AT NEW YORK CANCER CENTER MAIN BUILDING.","HL DN04C",700000
"HL NC022","FY23","FY23","K","Brooklyn",45,"","Speaker, Louis","HATZOLOH INCORPORATED","FUNDS TO SUPPORT THE PURCHASE OF A NEW AMBULANCE FOR BROOKLYN SITE","HL DN808",250000
"HL NC024","FY23","FY23","K","Brooklyn",47,"","Kagan","NEW YORK CANCER CENTER","RENOVATION AND ADDITION OF A NEW FLOOR AT NEW YORK CANCER CENTER MAIN BUILDING.","HL DN04C",210000
"HL NC025","FY23","FY23","K","Brooklyn",48,"","Vernikov","HATZOLOH INCORPORATED, FLATBUSH DIVISION","NEW AMBULANCE FOR HATZOLOH FLATBUSH","HL DN808",250000
"HL NC028","FY23","FY23","Q","Queens",2931,"","Speaker, Schulman, Brooks-Powers","HATZOLOH INCORPORATED","PURCHASE OF A NEW AMBULANCE - RL","HL DN808",250000
"HL NC029","FY23","FY23","K","Brooklyn",4592,"","Speaker, Louis, Brooklyn Delegation","NEW YORK CANCER CENTER","RENOVATION AND ADDITION OF A NEW FLOOR AT NEW YORK CANCER CENTER MAIN BUILDING.","HL DN04C",526000
"HL NC030","FY23","FY23","R","Staten Island",4995,"","Speaker, Hanks, Staten Island Delegation","RICHMOND UNIVERSITY MEDICAL CENTER","INFRASTRUCTURE UPGRADES PROJECT","HL DN346",7000000
"HL NC031","FY23","FY23","Q","Queens",28,"","Speaker, Adams","COMMUNITY HEALTHCARE NETWORK","133083068-B1583. 10 EXAM ROOMS, OFFICE SPACE, AND HEALTH RELATED SHARED SPACE","HL DN561",2600000
"HL NC032","FY23","FY23","Q","Queens",98,"","Speaker, Women's Caucus","THE JAMAICA HOSPITAL","ADD A SECOND MRI UNIT WHICH WILL ALLOW THE HOSPITAL TO CONDUCT MORE SOPHISTICATED DIAGNOSTIC STUDIES.","HL DN202",1952000
"HL NC033","FY23","FY23","M","Manhattan","","","Speaker","THE FLOATING HOSPITAL, INC.","TFH GOOD HEALTH SHUTTLE","HL DN916",134000
"HL NC037","FY23","FY23","X","Bronx","","","Speaker","MONTEFIORE MEDICAL CENTER","REPLACEMENT OF PET/CT SCANNER","HL DN267",800000
"HL NC038","FY23","FY23","Q","Queens","","","Speaker","COMMUNITY HEALTHCARE NETWORK INC.","LONG ISLAND CITY RENOVATION PROJECT","HL DN561",500000
"HL NC040","FY23","FY23","K","Brooklyn",44,"","Yeger","NEW YORK CANCER CENTER","FUNDING FOR RENOVATION/CONSTRUCTION 2075 MCDONALD AVENUE TO SUPPORT SERVICES FOR CANCER PATIENTS.","HL DN04C",700000
"HL NC041","FY23","FY23","K","Brooklyn",44,"","Yeger","HATZOLOH INCORPORATED","ACQUISITION/OUTFITTING OF 2 NEW AMBULANCES FOR CHEVRA HATZOLAH IN BROOKLYN","HL DN808",500000
"HL NC043","FY23","FY23","K","Brooklyn",48,"","Vernikov","MAIMONIDES MEDICAL CENTER","111635081-G3224 HYBRID OR PROJECT","HL DN254",410000
"HL NC044","FY23","FY23","Q","Queens","","","Speaker","MOUNT SINAI HOSPITAL, QUEENS CAMPUS","MOUNT SINAI QUEENS ICU EXPANSION","HL DN273",2000000
"HL NC045","FY23","FY23","X","Bronx",11,"","Dinowitz","MONTEFIORE MEDICAL CENTER","REPLACEMENT OF PET/CT SCANNER","HL DN267",150000
"HL RR001","FY23","FY23","K","Brooklyn","","","NA","THE BROOKDALE HOSPITAL MEDICAL CENTER","11 163 17-I3919 BRACHYTHERAPY MACHINE","HL DN168",299000
"HN CN003","FY23","FY23","M","Manhattan",98,"","Speaker, Women's Caucus","BOROUGH OF MANHATTAN COMMUNITY COLLEGE (BMCC)","LEARNING RESOURCE CENTER","HN D002",2000000
"HN CN004","FY23","FY23","M","Manhattan","","","Speaker","SCHOOL OF LABOR RELATIONS","RESTROOM RENOVATIONS","HN D300",350000
"HN CN005","FY23","FY23","M","Manhattan","","","Speaker","JOHN JAY","TELECOMMUNICATIONS UPGRADE","HN D300",1000000
"HN CN006","FY23","FY23","M","Manhattan","","","Speaker","HUNTER COLLEGE","PERFORMING ARTS CENTER","HN D300",1000000
"HN CN009","FY23","FY23","M","Manhattan","","","Speaker","CITY COLLEGE","MARSHAK PLAZA RENOVATION","HN D300",1000000
"HN CN010","FY23","FY23","M","Manhattan","","","Speaker","SCHOOL OF JOURNALISM","UPGRADE DATA/WIRING INFRASTRUCTURE","HN D300",1000000
